pA,pB,Cyan
0.17000000000000001,0.17000000000000001,0.0968
0.17000000000000001,0.17999999999999999,0.1019
0.17000000000000001,0.19,0.107
0.17000000000000001,0.20000000000000001,0.112
0.17000000000000001,0.20999999999999999,0.1169
0.17000000000000001,0.22,0.1218
0.17000000000000001,0.23000000000000001,0.1266
0.17000000000000001,0.23999999999999999,0.1314
0.17000000000000001,0.25,0.1361
0.17000000000000001,0.26000000000000001,0.1407
0.17000000000000001,0.27000000000000002,0.1453
0.17000000000000001,0.28000000000000003,0.1498
0.17000000000000001,0.28999999999999998,0.1543
0.17000000000000001,0.29999999999999999,0.1587
0.17000000000000001,0.31,0.163
0.17000000000000001,0.32000000000000001,0.1672
0.17000000000000001,0.33000000000000002,0.1714
0.17000000000000001,0.34000000000000002,0.1756
0.17000000000000001,0.35000000000000003,0.1797
0.17000000000000001,0.35999999999999999,0.1837
0.17000000000000001,0.37,0.1876
0.17000000000000001,0.38,0.1915
0.17000000000000001,0.39000000000000001,0.1953
0.17000000000000001,0.40000000000000002,0.1991
0.17000000000000001,0.41000000000000003,0.2028
0.17000000000000001,0.41999999999999998,0.2064
0.17000000000000001,0.42999999999999999,0.21
0.17000000000000001,0.44,0.2135
0.17000000000000001,0.45000000000000001,0.217
0.17000000000000001,0.46000000000000002,0.2204
0.17000000000000001,0.47000000000000003,0.2237
0.17000000000000001,0.47999999999999998,0.227
0.17000000000000001,0.48999999999999999,0.2302
0.17000000000000001,0.5,0.2333
0.17000000000000001,0.51000000000000001,0.2364
0.17000000000000001,0.52000000000000002,0.2394
0.17000000000000001,0.53000000000000003,0.2424
0.17000000000000001,0.54000000000000004,0.2453
0.17000000000000001,0.55000000000000004,0.2481
0.17000000000000001,0.56000000000000005,0.2509
0.17000000000000001,0.57000000000000006,0.2536
0.17000000000000001,0.57999999999999996,0.2562
0.17000000000000001,0.58999999999999997,0.2588
0.17000000000000001,0.59999999999999998,0.2613
0.17000000000000001,0.60999999999999999,0.2638
0.17000000000000001,0.62,0.2662
0.17000000000000001,0.63,0.2685
0.17000000000000001,0.64000000000000001,0.2708
0.17000000000000001,0.65000000000000002,0.273
0.17000000000000001,0.66000000000000003,0.2751
0.17000000000000001,0.67000000000000004,0.2772
0.17000000000000001,0.68000000000000005,0.2792
0.17000000000000001,0.69000000000000006,0.2812
0.17000000000000001,0.70000000000000007,0.2831
0.17000000000000001,0.70999999999999996,0.2849
0.17000000000000001,0.71999999999999997,0.2867
0.17000000000000001,0.72999999999999998,0.2884
0.17000000000000001,0.73999999999999999,0.2901
0.17000000000000001,0.75,0.2917
0.17000000000000001,0.76000000000000001,0.2932
0.17000000000000001,0.77000000000000002,0.2946
0.17000000000000001,0.78000000000000003,0.296
0.17000000000000001,0.79000000000000004,0.2974
0.17000000000000001,0.80000000000000004,0.2987
0.17000000000000001,0.81000000000000005,0.2999
0.17000000000000001,0.82000000000000006,0.301
0.17000000000000001,0.83000000000000007,0.3021
0.17000000000000001,0.83999999999999997,0.3031
0.17000000000000001,0.84999999999999998,0.3041
0.17000000000000001,0.85999999999999999,0.305
0.17000000000000001,0.87,0.3058
0.17000000000000001,0.88,0.3066
0.17000000000000001,0.89000000000000001,0.3073
0.17000000000000001,0.90000000000000002,0.308
0.17000000000000001,0.91000000000000003,0.3086
0.17000000000000001,0.92000000000000004,0.3091
0.17000000000000001,0.93000000000000005,0.3096
0.17000000000000001,0.94000000000000006,0.31
0.17000000000000001,0.95000000000000007,0.3103
0.17000000000000001,0.95999999999999996,0.3106
0.17000000000000001,0.96999999999999997,0.3108
0.17000000000000001,0.97999999999999998,0.311
0.17000000000000001,0.98999999999999999,0.3111
0.17000000000000001,1.0,0.3111
0.17999999999999999,0.0,0.0
0.17999999999999999,0.01,0.0065
0.17999999999999999,0.02,0.013
0.17999999999999999,0.029999999999999999,0.0194
0.17999999999999999,0.040000000000000001,0.0257
0.17999999999999999,0.050000000000000003,0.0319
0.17999999999999999,0.059999999999999998,0.0381
0.17999999999999999,0.070000000000000007,0.0443
0.17999999999999999,0.080000000000000002,0.0503
0.17999999999999999,0.089999999999999997,0.0563
0.17999999999999999,0.10000000000000001,0.0622
0.17999999999999999,0.11,0.0681
0.17999999999999999,0.12,0.0739
0.17999999999999999,0.13,0.0796
0.17999999999999999,0.14000000000000001,0.0853
0.17999999999999999,0.14999999999999999,0.0909
0.17999999999999999,0.16,0.0964
0.17999999999999999,0.17000000000000001,0.1019
0.17999999999999999,0.17999999999999999,0.1073
0.17999999999999999,0.19,0.1127
0.17999999999999999,0.20000000000000001,0.1179
0.17999999999999999,0.20999999999999999,0.1231
0.17999999999999999,0.22,0.1283
0.17999999999999999,0.23000000000000001,0.1334
0.17999999999999999,0.23999999999999999,0.1384
0.17999999999999999,0.25,0.1433
0.17999999999999999,0.26000000000000001,0.1482
0.17999999999999999,0.27000000000000002,0.153
0.17999999999999999,0.28000000000000003,0.1578
0.17999999999999999,0.28999999999999998,0.1625
0.17999999999999999,0.29999999999999999,0.1671
0.17999999999999999,0.31,0.1716
0.17999999999999999,0.32000000000000001,0.1761
0.17999999999999999,0.33000000000000002,0.1805
0.17999999999999999,0.34000000000000002,0.1849
0.17999999999999999,0.35000000000000003,0.1892
0.17999999999999999,0.35999999999999999,0.1934
0.17999999999999999,0.37,0.1976
0.17999999999999999,0.38,0.2017
0.17999999999999999,0.39000000000000001,0.2057
0.17999999999999999,0.40000000000000002,0.2097
0.17999999999999999,0.41000000000000003,0.2136
0.17999999999999999,0.41999999999999998,0.2174
0.17999999999999999,0.42999999999999999,0.2212
0.17999999999999999,0.44,0.2249
0.17999999999999999,0.45000000000000001,0.2285
0.17999999999999999,0.46000000000000002,0.2321
0.17999999999999999,0.47000000000000003,0.2356
0.17999999999999999,0.47999999999999998,0.239
0.17999999999999999,0.48999999999999999,0.2424
0.17999999999999999,0.5,0.2457
0.17999999999999999,0.51000000000000001,0.2489
0.17999999999999999,0.52000000000000002,0.2521
0.17999999999999999,0.53000000000000003,0.2552
0.17999999999999999,0.54000000000000004,0.2583
0.17999999999999999,0.55000000000000004,0.2613
0.17999999999999999,0.56000000000000005,0.2642
0.17999999999999999,0.57000000000000006,0.267
0.17999999999999999,0.57999999999999996,0.2698
0.17999999999999999,0.58999999999999997,0.2725
0.17999999999999999,0.59999999999999998,0.2752
0.17999999999999999,0.60999999999999999,0.2778
0.17999999999999999,0.62,0.2803
0.17999999999999999,0.63,0.2828
0.17999999999999999,0.64000000000000001,0.2851
0.17999999999999999,0.65000000000000002,0.2875
0.17999999999999999,0.66000000000000003,0.2897
0.17999999999999999,0.67000000000000004,0.2919
0.17999999999999999,0.68000000000000005,0.2941
0.17999999999999999,0.69000000000000006,0.2961
0.17999999999999999,0.70000000000000007,0.2981
0.17999999999999999,0.70999999999999996,0.3
0.17999999999999999,0.71999999999999997,0.3019
0.17999999999999999,0.72999999999999998,0.3037
0.17999999999999999,0.73999999999999999,0.3055
0.17999999999999999,0.75,0.3071
0.17999999999999999,0.76000000000000001,0.3087
0.17999999999999999,0.77000000000000002,0.3103
0.17999999999999999,0.78000000000000003,0.3117
0.17999999999999999,0.79000000000000004,0.3132
0.17999999999999999,0.80000000000000004,0.3145
0.17999999999999999,0.81000000000000005,0.3158
0.17999999999999999,0.82000000000000006,0.317
0.17999999999999999,0.83000000000000007,0.3181
0.17999999999999999,0.83999999999999997,0.3192
0.17999999999999999,0.84999999999999998,0.3202
0.17999999999999999,0.85999999999999999,0.3212
0.17999999999999999,0.87,0.3221
0.17999999999999999,0.88,0.3229
0.17999999999999999,0.89000000000000001,0.3236
0.17999999999999999,0.90000000000000002,0.3243
0.17999999999999999,0.91000000000000003,0.3249
0.17999999999999999,0.92000000000000004,0.3255
0.17999999999999999,0.93000000000000005,0.326
0.17999999999999999,0.94000000000000006,0.3264
0.17999999999999999,0.95000000000000007,0.3268
0.17999999999999999,0.95999999999999996,0.3271
0.17999999999999999,0.96999999999999997,0.3273
0.17999999999999999,0.97999999999999998,0.3275
0.17999999999999999,0.98999999999999999,0.3276
0.17999999999999999,1.0,0.3276
0.19,0.0,0.0
0.19,0.01,0.0068
0.19,0.02,0.0136
0.19,0.029999999999999999,0.0203
0.19,0.040000000000000001,0.027
0.19,0.050000000000000003,0.0335
0.19,0.059999999999999998,0.04
0.19,0.070000000000000007,0.0465
0.19,0.080000000000000002,0.0528
0.19,0.089999999999999997,0.0591
0.19,0.10000000000000001,0.0653
0.19,0.11,0.0715
0.19,0.12,0.0776
0.19,0.13,0.0836
0.19,0.14000000000000001,0.0896
0.19,0.14999999999999999,0.0954
0.19,0.16,0.1012
0.19,0.17000000000000001,0.107
0.19,0.17999999999999999,0.1127
0.19,0.19,0.1183
0.19,0.20000000000000001,0.1238
0.19,0.20999999999999999,0.1293
0.19,0.22,0.1347
0.19,0.23000000000000001,0.14
0.19,0.23999999999999999,0.1453
0.19,0.25,0.1505
0.19,0.26000000000000001,0.1556
0.19,0.27000000000000002,0.1606
0.19,0.28000000000000003,0.1656
0.19,0.28999999999999998,0.1705
0.19,0.29999999999999999,0.1754
0.19,0.31,0.1802
0.19,0.32000000000000001,0.1849
0.19,0.33000000000000002,0.1895
0.19,0.34000000000000002,0.1941
0.19,0.35000000000000003,0.1986
0.19,0.35999999999999999,0.203
0.19,0.37,0.2074
0.19,0.38,0.2117
0.19,0.39000000000000001,0.2159
0.19,0.40000000000000002,0.2201
0.19,0.41000000000000003,0.2242
0.19,0.41999999999999998,0.2282
0.19,0.42999999999999999,0.2322
0.19,0.44,0.2361
0.19,0.45000000000000001,0.2399
0.19,0.46000000000000002,0.2436
0.19,0.47000000000000003,0.2473
0.19,0.47999999999999998,0.2509
0.19,0.48999999999999999,0.2545
0.19,0.5,0.2579
0.19,0.51000000000000001,0.2613
0.19,0.52000000000000002,0.2647
0.19,0.53000000000000003,0.2679
0.19,0.54000000000000004,0.2711
0.19,0.55000000000000004,0.2743
0.19,0.56000000000000005,0.2773
0.19,0.57000000000000006,0.2803
0.19,0.57999999999999996,0.2832
0.19,0.58999999999999997,0.2861
0.19,0.59999999999999998,0.2889
0.19,0.60999999999999999,0.2916
0.19,0.62,0.2942
0.19,0.63,0.2968
0.19,0.64000000000000001,0.2993
0.19,0.65000000000000002,0.3018
0.19,0.66000000000000003,0.3041
0.19,0.67000000000000004,0.3064
0.19,0.68000000000000005,0.3087
0.19,0.69000000000000006,0.3109
0.19,0.70000000000000007,0.3129
0.19,0.70999999999999996,0.315
0.19,0.71999999999999997,0.3169
0.19,0.72999999999999998,0.3188
0.19,0.73999999999999999,0.3207
0.19,0.75,0.3224
0.19,0.76000000000000001,0.3241
0.19,0.77000000000000002,0.3257
0.19,0.78000000000000003,0.3273
0.19,0.79000000000000004,0.3287
0.19,0.80000000000000004,0.3301
0.19,0.81000000000000005,0.3315
0.19,0.82000000000000006,0.3328
0.19,0.83000000000000007,0.334
0.19,0.83999999999999997,0.3351
0.19,0.84999999999999998,0.3362
0.19,0.85999999999999999,0.3372
0.19,0.87,0.3381
0.19,0.88,0.3389
0.19,0.89000000000000001,0.3397
0.19,0.90000000000000002,0.3405
0.19,0.91000000000000003,0.3411
0.19,0.92000000000000004,0.3417
0.19,0.93000000000000005,0.3422
0.19,0.94000000000000006,0.3427
0.19,0.95000000000000007,0.343
0.19,0.95999999999999996,0.3433
0.19,0.96999999999999997,0.3436
0.19,0.97999999999999998,0.3438
0.19,0.98999999999999999,0.3439
0.19,1.0,0.3439
0.20000000000000001,0.0,0.0
0.20000000000000001,0.01,0.0072
0.20000000000000001,0.02,0.0143
0.20000000000000001,0.029999999999999999,0.0213
0.20000000000000001,0.040000000000000001,0.0282
0.20000000000000001,0.050000000000000003,0.0351
0.20000000000000001,0.059999999999999998,0.0419
0.20000000000000001,0.070000000000000007,0.0486
0.20000000000000001,0.080000000000000002,0.0553
0.20000000000000001,0.089999999999999997,0.0619
0.20000000000000001,0.10000000000000001,0.0684
0.20000000000000001,0.11,0.0748
0.20000000000000001,0.12,0.0812
0.20000000000000001,0.13,0.0875
0.20000000000000001,0.14000000000000001,0.0937
0.20000000000000001,0.14999999999999999,0.0999
0.20000000000000001,0.16,0.106
0.20000000000000001,0.17000000000000001,0.112
0.20000000000000001,0.17999999999999999,0.1179
0.20000000000000001,0.19,0.1238
0.20000000000000001,0.20000000000000001,0.1296
0.20000000000000001,0.20999999999999999,0.1353
0.20000000000000001,0.22,0.141
0.20000000000000001,0.23000000000000001,0.1466
0.20000000000000001,0.23999999999999999,0.1521
0.20000000000000001,0.25,0.1575
0.20000000000000001,0.26000000000000001,0.1629
0.20000000000000001,0.27000000000000002,0.1682
0.20000000000000001,0.28000000000000003,0.1734
0.20000000000000001,0.28999999999999998,0.1785
0.20000000000000001,0.29999999999999999,0.1836
0.20000000000000001,0.31,0.1886
0.20000000000000001,0.32000000000000001,0.1935
0.20000000000000001,0.33000000000000002,0.1984
0.20000000000000001,0.34000000000000002,0.2032
0.20000000000000001,0.35000000000000003,0.2079
0.20000000000000001,0.35999999999999999,0.2125
0.20000000000000001,0.37,0.2171
0.20000000000000001,0.38,0.2216
0.20000000000000001,0.39000000000000001,0.226
0.20000000000000001,0.40000000000000002,0.2304
0.20000000000000001,0.41000000000000003,0.2347
0.20000000000000001,0.41999999999999998,0.2389
0.20000000000000001,0.42999999999999999,0.243
0.20000000000000001,0.44,0.2471
0.20000000000000001,0.45000000000000001,0.2511
0.20000000000000001,0.46000000000000002,0.255
0.20000000000000001,0.47000000000000003,0.2589
0.20000000000000001,0.47999999999999998,0.2627
0.20000000000000001,0.48999999999999999,0.2664
0.20000000000000001,0.5,0.27
0.20000000000000001,0.51000000000000001,0.2736
0.20000000000000001,0.52000000000000002,0.2771
0.20000000000000001,0.53000000000000003,0.2805
0.20000000000000001,0.54000000000000004,0.2838
0.20000000000000001,0.55000000000000004,0.2871
0.20000000000000001,0.56000000000000005,0.2903
0.20000000000000001,0.57000000000000006,0.2934
0.20000000000000001,0.57999999999999996,0.2965
0.20000000000000001,0.58999999999999997,0.2995
0.20000000000000001,0.59999999999999998,0.3024
0.20000000000000001,0.60999999999999999,0.3052
0.20000000000000001,0.62,0.308
0.20000000000000001,0.63,0.3107
0.20000000000000001,0.64000000000000001,0.3133
0.20000000000000001,0.65000000000000002,0.3159
0.20000000000000001,0.66000000000000003,0.3184
0.20000000000000001,0.67000000000000004,0.3208
0.20000000000000001,0.68000000000000005,0.3231
0.20000000000000001,0.69000000000000006,0.3254
0.20000000000000001,0.70000000000000007,0.3276
0.20000000000000001,0.70999999999999996,0.3297
0.20000000000000001,0.71999999999999997,0.3318
0.20000000000000001,0.72999999999999998,0.3338
0.20000000000000001,0.73999999999999999,0.3357
0.20000000000000001,0.75,0.3375
0.20000000000000001,0.76000000000000001,0.3393
0.20000000000000001,0.77000000000000002,0.341
0.20000000000000001,0.78000000000000003,0.3426
0.20000000000000001,0.79000000000000004,0.3441
0.20000000000000001,0.80000000000000004,0.3456
0.20000000000000001,0.81000000000000005,0.347
0.20000000000000001,0.82000000000000006,0.3483
0.20000000000000001,0.83000000000000007,0.3496
0.20000000000000001,0.83999999999999997,0.3508
0.20000000000000001,0.84999999999999998,0.3519
0.20000000000000001,0.85999999999999999,0.3529
0.20000000000000001,0.87,0.3539
0.20000000000000001,0.88,0.3548
0.20000000000000001,0.89000000000000001,0.3556
0.20000000000000001,0.90000000000000002,0.3564
0.20000000000000001,0.91000000000000003,0.3571
0.20000000000000001,0.92000000000000004,0.3577
0.20000000000000001,0.93000000000000005,0.3582
0.20000000000000001,0.94000000000000006,0.3587
0.20000000000000001,0.95000000000000007,0.3591
0.20000000000000001,0.95999999999999996,0.3594
0.20000000000000001,0.96999999999999997,0.3597
0.20000000000000001,0.97999999999999998,0.3599
0.20000000000000001,0.98999999999999999,0.36
0.20000000000000001,1.0,0.36
0.20999999999999999,0.0,0.0
0.20999999999999999,0.01,0.0075
0.20999999999999999,0.02,0.0149
0.20999999999999999,0.029999999999999999,0.0222
0.20999999999999999,0.040000000000000001,0.0295
0.20999999999999999,0.050000000000000003,0.0367
0.20999999999999999,0.059999999999999998,0.0438
0.20999999999999999,0.070000000000000007,0.0508
0.20999999999999999,0.080000000000000002,0.0577
0.20999999999999999,0.089999999999999997,0.0646
0.20999999999999999,0.10000000000000001,0.0714
0.20999999999999999,0.11,0.0781
0.20999999999999999,0.12,0.0848
0.20999999999999999,0.13,0.0914
0.20999999999999999,0.14000000000000001,0.0979
0.20999999999999999,0.14999999999999999,0.1043
0.20999999999999999,0.16,0.1107
0.20999999999999999,0.17000000000000001,0.1169
0.20999999999999999,0.17999999999999999,0.1231
0.20999999999999999,0.19,0.1293
0.20999999999999999,0.20000000000000001,0.1353
0.20999999999999999,0.20999999999999999,0.1413
0.20999999999999999,0.22,0.1472
0.20999999999999999,0.23000000000000001,0.153
0.20999999999999999,0.23999999999999999,0.1588
0.20999999999999999,0.25,0.1645
0.20999999999999999,0.26000000000000001,0.1701
0.20999999999999999,0.27000000000000002,0.1756
0.20999999999999999,0.28000000000000003,0.181
0.20999999999999999,0.28999999999999998,0.1864
0.20999999999999999,0.29999999999999999,0.1917
0.20999999999999999,0.31,0.1969
0.20999999999999999,0.32000000000000001,0.2021
0.20999999999999999,0.33000000000000002,0.2072
0.20999999999999999,0.34000000000000002,0.2122
0.20999999999999999,0.35000000000000003,0.2171
0.20999999999999999,0.35999999999999999,0.2219
0.20999999999999999,0.37,0.2267
0.20999999999999999,0.38,0.2314
0.20999999999999999,0.39000000000000001,0.236
0.20999999999999999,0.40000000000000002,0.2406
0.20999999999999999,0.41000000000000003,0.245
0.20999999999999999,0.41999999999999998,0.2494
0.20999999999999999,0.42999999999999999,0.2538
0.20999999999999999,0.44,0.258
0.20999999999999999,0.45000000000000001,0.2622
0.20999999999999999,0.46000000000000002,0.2663
0.20999999999999999,0.47000000000000003,0.2703
0.20999999999999999,0.47999999999999998,0.2743
0.20999999999999999,0.48999999999999999,0.2781
0.20999999999999999,0.5,0.2819
0.20999999999999999,0.51000000000000001,0.2856
0.20999999999999999,0.52000000000000002,0.2893
0.20999999999999999,0.53000000000000003,0.2929
0.20999999999999999,0.54000000000000004,0.2964
0.20999999999999999,0.55000000000000004,0.2998
0.20999999999999999,0.56000000000000005,0.3031
0.20999999999999999,0.57000000000000006,0.3064
0.20999999999999999,0.57999999999999996,0.3096
0.20999999999999999,0.58999999999999997,0.3127
0.20999999999999999,0.59999999999999998,0.3158
0.20999999999999999,0.60999999999999999,0.3187
0.20999999999999999,0.62,0.3216
0.20999999999999999,0.63,0.3244
0.20999999999999999,0.64000000000000001,0.3272
0.20999999999999999,0.65000000000000002,0.3299
0.20999999999999999,0.66000000000000003,0.3324
0.20999999999999999,0.67000000000000004,0.335
0.20999999999999999,0.68000000000000005,0.3374
0.20999999999999999,0.69000000000000006,0.3398
0.20999999999999999,0.70000000000000007,0.3421
0.20999999999999999,0.70999999999999996,0.3443
0.20999999999999999,0.71999999999999997,0.3464
0.20999999999999999,0.72999999999999998,0.3485
0.20999999999999999,0.73999999999999999,0.3505
0.20999999999999999,0.75,0.3524
0.20999999999999999,0.76000000000000001,0.3542
0.20999999999999999,0.77000000000000002,0.356
0.20999999999999999,0.78000000000000003,0.3577
0.20999999999999999,0.79000000000000004,0.3593
0.20999999999999999,0.80000000000000004,0.3609
0.20999999999999999,0.81000000000000005,0.3623
0.20999999999999999,0.82000000000000006,0.3637
0.20999999999999999,0.83000000000000007,0.365
0.20999999999999999,0.83999999999999997,0.3663
0.20999999999999999,0.84999999999999998,0.3674
0.20999999999999999,0.85999999999999999,0.3685
0.20999999999999999,0.87,0.3695
0.20999999999999999,0.88,0.3705
0.20999999999999999,0.89000000000000001,0.3714
0.20999999999999999,0.90000000000000002,0.3721
0.20999999999999999,0.91000000000000003,0.3729
0.20999999999999999,0.92000000000000004,0.3735
0.20999999999999999,0.93000000000000005,0.3741
0.20999999999999999,0.94000000000000006,0.3745
0.20999999999999999,0.95000000000000007,0.375
0.20999999999999999,0.95999999999999996,0.3753
0.20999999999999999,0.96999999999999997,0.3756
0.20999999999999999,0.97999999999999998,0.3757
0.20999999999999999,0.98999999999999999,0.3759
0.20999999999999999,1.0,0.3759
0.22,0.0,0.0
0.22,0.01,0.0078
0.22,0.02,0.0155
0.22,0.029999999999999999,0.0231
0.22,0.040000000000000001,0.0307
0.22,0.050000000000000003,0.0382
0.22,0.059999999999999998,0.0456
0.22,0.070000000000000007,0.0529
0.22,0.080000000000000002,0.0601
0.22,0.089999999999999997,0.0673
0.22,0.10000000000000001,0.0744
0.22,0.11,0.0814
0.22,0.12,0.0883
0.22,0.13,0.0952
0.22,0.14000000000000001,0.102
0.22,0.14999999999999999,0.1087
0.22,0.16,0.1153
0.22,0.17000000000000001,0.1218
0.22,0.17999999999999999,0.1283
0.22,0.19,0.1347
0.22,0.20000000000000001,0.141
0.22,0.20999999999999999,0.1472
0.22,0.22,0.1534
0.22,0.23000000000000001,0.1594
0.22,0.23999999999999999,0.1654
0.22,0.25,0.1713
0.22,0.26000000000000001,0.1772
0.22,0.27000000000000002,0.1829
0.22,0.28000000000000003,0.1886
0.22,0.28999999999999998,0.1942
0.22,0.29999999999999999,0.1997
0.22,0.31,0.2052
0.22,0.32000000000000001,0.2105
0.22,0.33000000000000002,0.2158
0.22,0.34000000000000002,0.221
0.22,0.35000000000000003,0.2261
0.22,0.35999999999999999,0.2312
0.22,0.37,0.2362
0.22,0.38,0.2411
0.22,0.39000000000000001,0.2459
0.22,0.40000000000000002,0.2506
0.22,0.41000000000000003,0.2553
0.22,0.41999999999999998,0.2599
0.22,0.42999999999999999,0.2644
0.22,0.44,0.2688
0.22,0.45000000000000001,0.2731
0.22,0.46000000000000002,0.2774
0.22,0.47000000000000003,0.2816
0.22,0.47999999999999998,0.2857
0.22,0.48999999999999999,0.2897
0.22,0.5,0.2937
0.22,0.51000000000000001,0.2976
0.22,0.52000000000000002,0.3014
0.22,0.53000000000000003,0.3051
0.22,0.54000000000000004,0.3087
0.22,0.55000000000000004,0.3123
0.22,0.56000000000000005,0.3158
0.22,0.57000000000000006,0.3192
0.22,0.57999999999999996,0.3225
0.22,0.58999999999999997,0.3258
0.22,0.59999999999999998,0.3289
0.22,0.60999999999999999,0.332
0.22,0.62,0.3351
0.22,0.63,0.338
0.22,0.64000000000000001,0.3408
0.22,0.65000000000000002,0.3436
0.22,0.66000000000000003,0.3463
0.22,0.67000000000000004,0.349
0.22,0.68000000000000005,0.3515
0.22,0.69000000000000006,0.354
0.22,0.70000000000000007,0.3564
0.22,0.70999999999999996,0.3587
0.22,0.71999999999999997,0.3609
0.22,0.72999999999999998,0.3631
0.22,0.73999999999999999,0.3651
0.22,0.75,0.3671
0.22,0.76000000000000001,0.369
0.22,0.77000000000000002,0.3709
0.22,0.78000000000000003,0.3726
0.22,0.79000000000000004,0.3743
0.22,0.80000000000000004,0.3759
0.22,0.81000000000000005,0.3775
0.22,0.82000000000000006,0.3789
0.22,0.83000000000000007,0.3803
0.22,0.83999999999999997,0.3816
0.22,0.84999999999999998,0.3828
0.22,0.85999999999999999,0.3839
0.22,0.87,0.385
0.22,0.88,0.386
0.22,0.89000000000000001,0.3869
0.22,0.90000000000000002,0.3877
0.22,0.91000000000000003,0.3884
0.22,0.92000000000000004,0.3891
0.22,0.93000000000000005,0.3897
0.22,0.94000000000000006,0.3902
0.22,0.95000000000000007,0.3906
0.22,0.95999999999999996,0.391
0.22,0.96999999999999997,0.3912
0.22,0.97999999999999998,0.3914
0.22,0.98999999999999999,0.3916
0.22,1.0,0.3916
0.23000000000000001,0.0,0.0
0.23000000000000001,0.01,0.0081
0.23000000000000001,0.02,0.0161
0.23000000000000001,0.029999999999999999,0.0241
0.23000000000000001,0.040000000000000001,0.0319
0.23000000000000001,0.050000000000000003,0.0397
0.23000000000000001,0.059999999999999998,0.0474
0.23000000000000001,0.070000000000000007,0.055
0.23000000000000001,0.080000000000000002,0.0625
0.23000000000000001,0.089999999999999997,0.07
0.23000000000000001,0.10000000000000001,0.0773
0.23000000000000001,0.11,0.0846
0.23000000000000001,0.12,0.0918
0.23000000000000001,0.13,0.099
0.23000000000000001,0.14000000000000001,0.106
0.23000000000000001,0.14999999999999999,0.113
0.23000000000000001,0.16,0.1199
0.23000000000000001,0.17000000000000001,0.1266
0.23000000000000001,0.17999999999999999,0.1334
0.23000000000000001,0.19,0.14
0.23000000000000001,0.20000000000000001,0.1466
0.23000000000000001,0.20999999999999999,0.153
0.23000000000000001,0.22,0.1594
0.23000000000000001,0.23000000000000001,0.1657
0.23000000000000001,0.23999999999999999,0.172
0.23000000000000001,0.25,0.1781
0.23000000000000001,0.26000000000000001,0.1842
0.23000000000000001,0.27000000000000002,0.1902
0.23000000000000001,0.28000000000000003,0.1961
0.23000000000000001,0.28999999999999998,0.2019
0.23000000000000001,0.29999999999999999,0.2076
0.23000000000000001,0.31,0.2133
0.23000000000000001,0.32000000000000001,0.2189
0.23000000000000001,0.33000000000000002,0.2244
0.23000000000000001,0.34000000000000002,0.2298
0.23000000000000001,0.35000000000000003,0.2351
0.23000000000000001,0.35999999999999999,0.2404
0.23000000000000001,0.37,0.2455
0.23000000000000001,0.38,0.2506
0.23000000000000001,0.39000000000000001,0.2556
0.23000000000000001,0.40000000000000002,0.2605
0.23000000000000001,0.41000000000000003,0.2654
0.23000000000000001,0.41999999999999998,0.2702
0.23000000000000001,0.42999999999999999,0.2748
0.23000000000000001,0.44,0.2794
0.23000000000000001,0.45000000000000001,0.284
0.23000000000000001,0.46000000000000002,0.2884
0.23000000000000001,0.47000000000000003,0.2927
0.23000000000000001,0.47999999999999998,0.297
0.23000000000000001,0.48999999999999999,0.3012
0.23000000000000001,0.5,0.3053
0.23000000000000001,0.51000000000000001,0.3094
0.23000000000000001,0.52000000000000002,0.3133
0.23000000000000001,0.53000000000000003,0.3172
0.23000000000000001,0.54000000000000004,0.321
0.23000000000000001,0.55000000000000004,0.3247
0.23000000000000001,0.56000000000000005,0.3283
0.23000000000000001,0.57000000000000006,0.3318
0.23000000000000001,0.57999999999999996,0.3353
0.23000000000000001,0.58999999999999997,0.3387
0.23000000000000001,0.59999999999999998,0.342
0.23000000000000001,0.60999999999999999,0.3452
0.23000000000000001,0.62,0.3483
0.23000000000000001,0.63,0.3514
0.23000000000000001,0.64000000000000001,0.3543
0.23000000000000001,0.65000000000000002,0.3572
0.23000000000000001,0.66000000000000003,0.36
0.23000000000000001,0.67000000000000004,0.3628
0.23000000000000001,0.68000000000000005,0.3654
0.23000000000000001,0.69000000000000006,0.368
0.23000000000000001,0.70000000000000007,0.3705
0.23000000000000001,0.70999999999999996,0.3729
0.23000000000000001,0.71999999999999997,0.3752
0.23000000000000001,0.72999999999999998,0.3774
0.23000000000000001,0.73999999999999999,0.3796
0.23000000000000001,0.75,0.3817
0.23000000000000001,0.76000000000000001,0.3837
0.23000000000000001,0.77000000000000002,0.3856
0.23000000000000001,0.78000000000000003,0.3874
0.23000000000000001,0.79000000000000004,0.3891
0.23000000000000001,0.80000000000000004,0.3908
0.23000000000000001,0.81000000000000005,0.3924
0.23000000000000001,0.82000000000000006,0.3939
0.23000000000000001,0.83000000000000007,0.3953
0.23000000000000001,0.83999999999999997,0.3967
0.23000000000000001,0.84999999999999998,0.3979
0.23000000000000001,0.85999999999999999,0.3991
0.23000000000000001,0.87,0.4002
0.23000000000000001,0.88,0.4012
0.23000000000000001,0.89000000000000001,0.4022
0.23000000000000001,0.90000000000000002,0.403
0.23000000000000001,0.91000000000000003,0.4038
0.23000000000000001,0.92000000000000004,0.4045
0.23000000000000001,0.93000000000000005,0.4051
0.23000000000000001,0.94000000000000006,0.4056
0.23000000000000001,0.95000000000000007,0.4061
