pA,pB,Cyan
0.02,0.84999999999999998,0.0387
0.02,0.85999999999999999,0.0388
0.02,0.87,0.0389
0.02,0.88,0.039
0.02,0.89000000000000001,0.0391
0.02,0.90000000000000002,0.0392
0.02,0.91000000000000003,0.0393
0.02,0.92000000000000004,0.0393
0.02,0.93000000000000005,0.0394
0.02,0.94000000000000006,0.0395
0.02,0.95000000000000007,0.0395
0.02,0.95999999999999996,0.0395
0.02,0.96999999999999997,0.0396
0.02,0.97999999999999998,0.0396
0.02,0.98999999999999999,0.0396
0.02,1.0,0.0396
0.029999999999999999,0.0,0.0
0.029999999999999999,0.01,0.0012
0.029999999999999999,0.02,0.0023
0.029999999999999999,0.029999999999999999,0.0035
0.029999999999999999,0.040000000000000001,0.0046
0.029999999999999999,0.050000000000000003,0.0058
0.029999999999999999,0.059999999999999998,0.0069
0.029999999999999999,0.070000000000000007,0.008
0.029999999999999999,0.080000000000000002,0.0091
0.029999999999999999,0.089999999999999997,0.0102
0.029999999999999999,0.10000000000000001,0.0112
0.029999999999999999,0.11,0.0123
0.029999999999999999,0.12,0.0133
0.029999999999999999,0.13,0.0144
0.029999999999999999,0.14000000000000001,0.0154
0.029999999999999999,0.14999999999999999,0.0164
0.029999999999999999,0.16,0.0174
0.029999999999999999,0.17000000000000001,0.0184
0.029999999999999999,0.17999999999999999,0.0194
0.029999999999999999,0.19,0.0203
0.029999999999999999,0.20000000000000001,0.0213
0.029999999999999999,0.20999999999999999,0.0222
0.029999999999999999,0.22,0.0231
0.029999999999999999,0.23000000000000001,0.0241
0.029999999999999999,0.23999999999999999,0.025
0.029999999999999999,0.25,0.0259
0.029999999999999999,0.26000000000000001,0.0267
0.029999999999999999,0.27000000000000002,0.0276
0.029999999999999999,0.28000000000000003,0.0285
0.029999999999999999,0.28999999999999998,0.0293
0.029999999999999999,0.29999999999999999,0.0301
0.029999999999999999,0.31,0.031
0.029999999999999999,0.32000000000000001,0.0318
0.029999999999999999,0.33000000000000002,0.0326
0.029999999999999999,0.34000000000000002,0.0334
0.029999999999999999,0.35000000000000003,0.0341
0.029999999999999999,0.35999999999999999,0.0349
0.029999999999999999,0.37,0.0356
0.029999999999999999,0.38,0.0364
0.029999999999999999,0.39000000000000001,0.0371
0.029999999999999999,0.40000000000000002,0.0378
0.029999999999999999,0.41000000000000003,0.0385
0.029999999999999999,0.41999999999999998,0.0392
0.029999999999999999,0.42999999999999999,0.0399
0.029999999999999999,0.44,0.0406
0.029999999999999999,0.45000000000000001,0.0412
0.029999999999999999,0.46000000000000002,0.0419
0.029999999999999999,0.47000000000000003,0.0425
0.029999999999999999,0.47999999999999998,0.0431
0.029999999999999999,0.48999999999999999,0.0437
0.029999999999999999,0.5,0.0443
0.029999999999999999,0.51000000000000001,0.0449
0.029999999999999999,0.52000000000000002,0.0455
0.029999999999999999,0.53000000000000003,0.046
0.029999999999999999,0.54000000000000004,0.0466
0.029999999999999999,0.55000000000000004,0.0471
0.029999999999999999,0.56000000000000005,0.0477
0.029999999999999999,0.57000000000000006,0.0482
0.029999999999999999,0.57999999999999996,0.0487
0.029999999999999999,0.58999999999999997,0.0492
0.029999999999999999,0.59999999999999998,0.0496
0.029999999999999999,0.60999999999999999,0.0501
0.029999999999999999,0.62,0.0506
0.029999999999999999,0.63,0.051
0.029999999999999999,0.64000000000000001,0.0514
0.029999999999999999,0.65000000000000002,0.0519
0.029999999999999999,0.66000000000000003,0.0523
0.029999999999999999,0.67000000000000004,0.0527
0.029999999999999999,0.68000000000000005,0.053
0.029999999999999999,0.69000000000000006,0.0534
0.029999999999999999,0.70000000000000007,0.0538
0.029999999999999999,0.70999999999999996,0.0541
0.029999999999999999,0.71999999999999997,0.0545
0.029999999999999999,0.72999999999999998,0.0548
0.029999999999999999,0.73999999999999999,0.0551
0.029999999999999999,0.75,0.0554
0.029999999999999999,0.76000000000000001,0.0557
0.029999999999999999,0.77000000000000002,0.056
0.029999999999999999,0.78000000000000003,0.0562
0.029999999999999999,0.79000000000000004,0.0565
0.029999999999999999,0.80000000000000004,0.0567
0.029999999999999999,0.81000000000000005,0.057
0.029999999999999999,0.82000000000000006,0.0572
0.029999999999999999,0.83000000000000007,0.0574
0.029999999999999999,0.83999999999999997,0.0576
0.029999999999999999,0.84999999999999998,0.0578
0.029999999999999999,0.85999999999999999,0.0579
0.029999999999999999,0.87,0.0581
0.029999999999999999,0.88,0.0582
0.029999999999999999,0.89000000000000001,0.0584
0.029999999999999999,0.90000000000000002,0.0585
0.029999999999999999,0.91000000000000003,0.0586
0.029999999999999999,0.92000000000000004,0.0587
0.029999999999999999,0.93000000000000005,0.0588
0.029999999999999999,0.94000000000000006,0.0589
0.029999999999999999,0.95000000000000007,0.059
0.029999999999999999,0.95999999999999996,0.059
0.029999999999999999,0.96999999999999997,0.059
0.029999999999999999,0.97999999999999998,0.0591
0.029999999999999999,0.98999999999999999,0.0591
0.029999999999999999,1.0,0.0591
0.040000000000000001,0.0,0.0
0.040000000000000001,0.01,0.0016
0.040000000000000001,0.02,0.0031
0.040000000000000001,0.029999999999999999,0.0046
0.040000000000000001,0.040000000000000001,0.0061
0.040000000000000001,0.050000000000000003,0.0076
0.040000000000000001,0.059999999999999998,0.0091
0.040000000000000001,0.070000000000000007,0.0106
0.040000000000000001,0.080000000000000002,0.012
0.040000000000000001,0.089999999999999997,0.0135
0.040000000000000001,0.10000000000000001,0.0149
0.040000000000000001,0.11,0.0163
0.040000000000000001,0.12,0.0177
0.040000000000000001,0.13,0.0191
0.040000000000000001,0.14000000000000001,0.0204
0.040000000000000001,0.14999999999999999,0.0218
0.040000000000000001,0.16,0.0231
0.040000000000000001,0.17000000000000001,0.0244
0.040000000000000001,0.17999999999999999,0.0257
0.040000000000000001,0.19,0.027
0.040000000000000001,0.20000000000000001,0.0282
0.040000000000000001,0.20999999999999999,0.0295
0.040000000000000001,0.22,0.0307
0.040000000000000001,0.23000000000000001,0.0319
0.040000000000000001,0.23999999999999999,0.0331
0.040000000000000001,0.25,0.0343
0.040000000000000001,0.26000000000000001,0.0355
0.040000000000000001,0.27000000000000002,0.0366
0.040000000000000001,0.28000000000000003,0.0378
0.040000000000000001,0.28999999999999998,0.0389
0.040000000000000001,0.29999999999999999,0.04
0.040000000000000001,0.31,0.0411
0.040000000000000001,0.32000000000000001,0.0421
0.040000000000000001,0.33000000000000002,0.0432
0.040000000000000001,0.34000000000000002,0.0442
0.040000000000000001,0.35000000000000003,0.0453
0.040000000000000001,0.35999999999999999,0.0463
0.040000000000000001,0.37,0.0473
0.040000000000000001,0.38,0.0483
0.040000000000000001,0.39000000000000001,0.0492
0.040000000000000001,0.40000000000000002,0.0502
0.040000000000000001,0.41000000000000003,0.0511
0.040000000000000001,0.41999999999999998,0.052
0.040000000000000001,0.42999999999999999,0.0529
0.040000000000000001,0.44,0.0538
0.040000000000000001,0.45000000000000001,0.0547
0.040000000000000001,0.46000000000000002,0.0555
0.040000000000000001,0.47000000000000003,0.0564
0.040000000000000001,0.47999999999999998,0.0572
0.040000000000000001,0.48999999999999999,0.058
0.040000000000000001,0.5,0.0588
0.040000000000000001,0.51000000000000001,0.0596
0.040000000000000001,0.52000000000000002,0.0603
0.040000000000000001,0.53000000000000003,0.0611
0.040000000000000001,0.54000000000000004,0.0618
0.040000000000000001,0.55000000000000004,0.0625
0.040000000000000001,0.56000000000000005,0.0632
0.040000000000000001,0.57000000000000006,0.0639
0.040000000000000001,0.57999999999999996,0.0646
0.040000000000000001,0.58999999999999997,0.0652
0.040000000000000001,0.59999999999999998,0.0659
0.040000000000000001,0.60999999999999999,0.0665
0.040000000000000001,0.62,0.0671
0.040000000000000001,0.63,0.0677
0.040000000000000001,0.64000000000000001,0.0682
0.040000000000000001,0.65000000000000002,0.0688
0.040000000000000001,0.66000000000000003,0.0693
0.040000000000000001,0.67000000000000004,0.0699
0.040000000000000001,0.68000000000000005,0.0704
0.040000000000000001,0.69000000000000006,0.0709
0.040000000000000001,0.70000000000000007,0.0713
0.040000000000000001,0.70999999999999996,0.0718
0.040000000000000001,0.71999999999999997,0.0723
0.040000000000000001,0.72999999999999998,0.0727
0.040000000000000001,0.73999999999999999,0.0731
0.040000000000000001,0.75,0.0735
0.040000000000000001,0.76000000000000001,0.0739
0.040000000000000001,0.77000000000000002,0.0743
0.040000000000000001,0.78000000000000003,0.0746
0.040000000000000001,0.79000000000000004,0.0749
0.040000000000000001,0.80000000000000004,0.0753
0.040000000000000001,0.81000000000000005,0.0756
0.040000000000000001,0.82000000000000006,0.0759
0.040000000000000001,0.83000000000000007,0.0761
0.040000000000000001,0.83999999999999997,0.0764
0.040000000000000001,0.84999999999999998,0.0766
0.040000000000000001,0.85999999999999999,0.0769
0.040000000000000001,0.87,0.0771
0.040000000000000001,0.88,0.0773
0.040000000000000001,0.89000000000000001,0.0775
0.040000000000000001,0.90000000000000002,0.0776
0.040000000000000001,0.91000000000000003,0.0778
0.040000000000000001,0.92000000000000004,0.0779
0.040000000000000001,0.93000000000000005,0.078
0.040000000000000001,0.94000000000000006,0.0781
0.040000000000000001,0.95000000000000007,0.0782
0.040000000000000001,0.95999999999999996,0.0783
0.040000000000000001,0.96999999999999997,0.0783
0.040000000000000001,0.97999999999999998,0.0784
0.040000000000000001,0.98999999999999999,0.0784
0.040000000000000001,1.0,0.0784
0.050000000000000003,0.0,0.0
0.050000000000000003,0.01,0.0019
0.050000000000000003,0.02,0.0039
0.050000000000000003,0.029999999999999999,0.0058
0.050000000000000003,0.040000000000000001,0.0076
0.050000000000000003,0.050000000000000003,0.0095
0.050000000000000003,0.059999999999999998,0.0113
0.050000000000000003,0.070000000000000007,0.0132
0.050000000000000003,0.080000000000000002,0.015
0.050000000000000003,0.089999999999999997,0.0168
0.050000000000000003,0.10000000000000001,0.0185
0.050000000000000003,0.11,0.0203
0.050000000000000003,0.12,0.022
0.050000000000000003,0.13,0.0237
0.050000000000000003,0.14000000000000001,0.0254
0.050000000000000003,0.14999999999999999,0.0271
0.050000000000000003,0.16,0.0287
0.050000000000000003,0.17000000000000001,0.0303
0.050000000000000003,0.17999999999999999,0.0319
0.050000000000000003,0.19,0.0335
0.050000000000000003,0.20000000000000001,0.0351
0.050000000000000003,0.20999999999999999,0.0367
0.050000000000000003,0.22,0.0382
0.050000000000000003,0.23000000000000001,0.0397
0.050000000000000003,0.23999999999999999,0.0412
0.050000000000000003,0.25,0.0427
0.050000000000000003,0.26000000000000001,0.0441
0.050000000000000003,0.27000000000000002,0.0455
0.050000000000000003,0.28000000000000003,0.047
0.050000000000000003,0.28999999999999998,0.0484
0.050000000000000003,0.29999999999999999,0.0497
0.050000000000000003,0.31,0.0511
0.050000000000000003,0.32000000000000001,0.0524
0.050000000000000003,0.33000000000000002,0.0537
0.050000000000000003,0.34000000000000002,0.055
0.050000000000000003,0.35000000000000003,0.0563
0.050000000000000003,0.35999999999999999,0.0576
0.050000000000000003,0.37,0.0588
0.050000000000000003,0.38,0.06
0.050000000000000003,0.39000000000000001,0.0612
0.050000000000000003,0.40000000000000002,0.0624
0.050000000000000003,0.41000000000000003,0.0636
0.050000000000000003,0.41999999999999998,0.0647
0.050000000000000003,0.42999999999999999,0.0658
0.050000000000000003,0.44,0.0669
0.050000000000000003,0.45000000000000001,0.068
0.050000000000000003,0.46000000000000002,0.0691
0.050000000000000003,0.47000000000000003,0.0701
0.050000000000000003,0.47999999999999998,0.0711
0.050000000000000003,0.48999999999999999,0.0721
0.050000000000000003,0.5,0.0731
0.050000000000000003,0.51000000000000001,0.0741
0.050000000000000003,0.52000000000000002,0.075
0.050000000000000003,0.53000000000000003,0.076
0.050000000000000003,0.54000000000000004,0.0769
0.050000000000000003,0.55000000000000004,0.0778
0.050000000000000003,0.56000000000000005,0.0786
0.050000000000000003,0.57000000000000006,0.0795
0.050000000000000003,0.57999999999999996,0.0803
0.050000000000000003,0.58999999999999997,0.0811
0.050000000000000003,0.59999999999999998,0.0819
0.050000000000000003,0.60999999999999999,0.0827
0.050000000000000003,0.62,0.0834
0.050000000000000003,0.63,0.0842
0.050000000000000003,0.64000000000000001,0.0849
0.050000000000000003,0.65000000000000002,0.0856
0.050000000000000003,0.66000000000000003,0.0862
0.050000000000000003,0.67000000000000004,0.0869
0.050000000000000003,0.68000000000000005,0.0875
0.050000000000000003,0.69000000000000006,0.0881
0.050000000000000003,0.70000000000000007,0.0887
0.050000000000000003,0.70999999999999996,0.0893
0.050000000000000003,0.71999999999999997,0.0899
0.050000000000000003,0.72999999999999998,0.0904
0.050000000000000003,0.73999999999999999,0.0909
0.050000000000000003,0.75,0.0914
0.050000000000000003,0.76000000000000001,0.0919
0.050000000000000003,0.77000000000000002,0.0923
0.050000000000000003,0.78000000000000003,0.0928
0.050000000000000003,0.79000000000000004,0.0932
0.050000000000000003,0.80000000000000004,0.0936
0.050000000000000003,0.81000000000000005,0.094
0.050000000000000003,0.82000000000000006,0.0943
0.050000000000000003,0.83000000000000007,0.0947
0.050000000000000003,0.83999999999999997,0.095
0.050000000000000003,0.84999999999999998,0.0953
0.050000000000000003,0.85999999999999999,0.0956
0.050000000000000003,0.87,0.0959
0.050000000000000003,0.88,0.0961
0.050000000000000003,0.89000000000000001,0.0963
0.050000000000000003,0.90000000000000002,0.0965
0.050000000000000003,0.91000000000000003,0.0967
0.050000000000000003,0.92000000000000004,0.0969
0.050000000000000003,0.93000000000000005,0.097
0.050000000000000003,0.94000000000000006,0.0971
0.050000000000000003,0.95000000000000007,0.0973
0.050000000000000003,0.95999999999999996,0.0973
0.050000000000000003,0.96999999999999997,0.0974
0.050000000000000003,0.97999999999999998,0.0975
0.050000000000000003,0.98999999999999999,0.0975
0.050000000000000003,1.0,0.0975
0.059999999999999998,0.0,0.0
0.059999999999999998,0.01,0.0023
0.059999999999999998,0.02,0.0046
0.059999999999999998,0.029999999999999999,0.0069
0.059999999999999998,0.040000000000000001,0.0091
0.059999999999999998,0.050000000000000003,0.0113
0.059999999999999998,0.059999999999999998,0.0135
0.059999999999999998,0.070000000000000007,0.0157
0.059999999999999998,0.080000000000000002,0.0179
0.059999999999999998,0.089999999999999997,0.02
0.059999999999999998,0.10000000000000001,0.0221
0.059999999999999998,0.11,0.0242
0.059999999999999998,0.12,0.0263
0.059999999999999998,0.13,0.0283
0.059999999999999998,0.14000000000000001,0.0303
0.059999999999999998,0.14999999999999999,0.0323
0.059999999999999998,0.16,0.0343
0.059999999999999998,0.17000000000000001,0.0362
0.059999999999999998,0.17999999999999999,0.0381
0.059999999999999998,0.19,0.04
0.059999999999999998,0.20000000000000001,0.0419
0.059999999999999998,0.20999999999999999,0.0438
0.059999999999999998,0.22,0.0456
0.059999999999999998,0.23000000000000001,0.0474
0.059999999999999998,0.23999999999999999,0.0492
0.059999999999999998,0.25,0.0509
0.059999999999999998,0.26000000000000001,0.0527
0.059999999999999998,0.27000000000000002,0.0544
0.059999999999999998,0.28000000000000003,0.0561
0.059999999999999998,0.28999999999999998,0.0577
0.059999999999999998,0.29999999999999999,0.0594
0.059999999999999998,0.31,0.061
0.059999999999999998,0.32000000000000001,0.0626
0.059999999999999998,0.33000000000000002,0.0641
0.059999999999999998,0.34000000000000002,0.0657
0.059999999999999998,0.35000000000000003,0.0672
0.059999999999999998,0.35999999999999999,0.0687
0.059999999999999998,0.37,0.0702
0.059999999999999998,0.38,0.0717
0.059999999999999998,0.39000000000000001,0.0731
0.059999999999999998,0.40000000000000002,0.0745
0.059999999999999998,0.41000000000000003,0.0759
0.059999999999999998,0.41999999999999998,0.0772
0.059999999999999998,0.42999999999999999,0.0786
0.059999999999999998,0.44,0.0799
0.059999999999999998,0.45000000000000001,0.0812
0.059999999999999998,0.46000000000000002,0.0825
0.059999999999999998,0.47000000000000003,0.0837
0.059999999999999998,0.47999999999999998,0.0849
0.059999999999999998,0.48999999999999999,0.0861
0.059999999999999998,0.5,0.0873
0.059999999999999998,0.51000000000000001,0.0885
0.059999999999999998,0.52000000000000002,0.0896
0.059999999999999998,0.53000000000000003,0.0907
0.059999999999999998,0.54000000000000004,0.0918
0.059999999999999998,0.55000000000000004,0.0928
0.059999999999999998,0.56000000000000005,0.0939
0.059999999999999998,0.57000000000000006,0.0949
0.059999999999999998,0.57999999999999996,0.0959
0.059999999999999998,0.58999999999999997,0.0968
0.059999999999999998,0.59999999999999998,0.0978
0.059999999999999998,0.60999999999999999,0.0987
0.059999999999999998,0.62,0.0996
0.059999999999999998,0.63,0.1005
0.059999999999999998,0.64000000000000001,0.1013
0.059999999999999998,0.65000000000000002,0.1021
0.059999999999999998,0.66000000000000003,0.1029
0.059999999999999998,0.67000000000000004,0.1037
0.059999999999999998,0.68000000000000005,0.1045
0.059999999999999998,0.69000000000000006,0.1052
0.059999999999999998,0.70000000000000007,0.1059
0.059999999999999998,0.70999999999999996,0.1066
0.059999999999999998,0.71999999999999997,0.1073
0.059999999999999998,0.72999999999999998,0.1079
0.059999999999999998,0.73999999999999999,0.1085
0.059999999999999998,0.75,0.1091
0.059999999999999998,0.76000000000000001,0.1097
0.059999999999999998,0.77000000000000002,0.1102
0.059999999999999998,0.78000000000000003,0.1108
0.059999999999999998,0.79000000000000004,0.1113
0.059999999999999998,0.80000000000000004,0.1117
0.059999999999999998,0.81000000000000005,0.1122
0.059999999999999998,0.82000000000000006,0.1126
0.059999999999999998,0.83000000000000007,0.113
0.059999999999999998,0.83999999999999997,0.1134
0.059999999999999998,0.84999999999999998,0.1138
0.059999999999999998,0.85999999999999999,0.1141
0.059999999999999998,0.87,0.1144
0.059999999999999998,0.88,0.1147
0.059999999999999998,0.89000000000000001,0.115
0.059999999999999998,0.90000000000000002,0.1152
0.059999999999999998,0.91000000000000003,0.1155
0.059999999999999998,0.92000000000000004,0.1157
0.059999999999999998,0.93000000000000005,0.1158
0.059999999999999998,0.94000000000000006,0.116
0.059999999999999998,0.95000000000000007,0.1161
0.059999999999999998,0.95999999999999996,0.1162
0.059999999999999998,0.96999999999999997,0.1163
0.059999999999999998,0.97999999999999998,0.1164
0.059999999999999998,0.98999999999999999,0.1164
0.059999999999999998,1.0,0.1164
0.070000000000000007,0.0,0.0
0.070000000000000007,0.01,0.0027
0.070000000000000007,0.02,0.0053
0.070000000000000007,0.029999999999999999,0.008
0.070000000000000007,0.040000000000000001,0.0106
0.070000000000000007,0.050000000000000003,0.0132
